molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,MolLogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL542360,CN(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,inactive,323.24499999999995,3.0270000000000015,1,5,3.0
CHEMBL345849,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCC(O)CC2)o1,active,370.45700000000016,0.4898599999999996,3,8,6.4089353929735005
CHEMBL154689,CN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,active,314.39300000000003,0.5947600000000013,2,7,6.4089353929735005
CHEMBL346733,CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,active,328.42,0.9848600000000001,2,7,6.366531544420414
CHEMBL416464,COc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1,inactive,282.36499999999995,1.9604,1,6,3.0
CHEMBL1203539,CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1.Cl,active,378.9080000000001,1.7967600000000008,2,7,6.221848749616356
CHEMBL296786,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],inactive,365.326,0.534,1,4,3.0
CHEMBL63173,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCN4CCOCC4)ccc3N(C)[C@@H]12,inactive,402.5390000000002,2.2565,1,6,4.6777807052660805
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,359.5140000000002,4.114500000000003,1,4,6.5376020021010435
CHEMBL292788,CN1CC[C@@]2(C)c3cc(OC(=O)NCCN4CCOCC4)ccc3N(C)[C@@H]12,active,374.4850000000001,1.4763000000000004,1,6,6.154901959985743
CHEMBL33051,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],inactive,359.21299999999997,-6.191599999999997,2,4,3.337242168318426
CHEMBL155392,CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,active,302.38200000000006,0.4985600000000012,3,7,6.200659450546418
CHEMBL543546,CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C.Cl,inactive,379.353,4.5842000000000045,1,5,3.4814860601221125
CHEMBL1420,C[n+]1ccccc1C=NO,inactive,137.162,0.3191999999999999,1,2,3.4685210829577446
CHEMBL556172,CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,inactive,316.854,3.1538000000000017,1,5,3.0
CHEMBL154263,CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,active,368.4850000000001,1.76506,2,7,6.5376020021010435
CHEMBL544669,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,inactive,395.74999999999994,3.9163000000000037,1,5,3.677780705266081
CHEMBL62664,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,500.72800000000046,4.987200000000005,1,6,7.3979400086720375
CHEMBL155111,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,active,340.43100000000015,1.1289599999999989,2,7,7.096910013008056
CHEMBL1203534,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,active,388.9030000000002,1.7168599999999998,2,7,7.022276394711152
CHEMBL541044,CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,inactive,367.69599999999997,3.136100000000002,1,5,3.1487416512809245
CHEMBL543779,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,inactive,341.864,3.0254800000000013,1,6,3.744727494896694
CHEMBL155495,CNC(NCCNCc1ccc(COC)o1)=C(C#N)C#N,inactive,289.339,0.5833600000000008,3,7,4.698970004336019
CHEMBL64011,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,472.6740000000004,4.207000000000003,1,6,7.221848749616356
CHEMBL65585,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,514.7550000000006,5.377300000000006,1,6,7.154901959985743
CHEMBL347539,CNC(NCCNCc1ccc(CN2CCCC2)o1)=C(C#N)C#N,active,328.4200000000001,1.0327600000000006,3,7,6.552841968657781
CHEMBL154433,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,inactive,356.4300000000002,0.36536000000000035,2,8,4.958607314841775
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,active,314.411,1.4589999999999999,2,7,6.187086643357144
CHEMBL65356,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,430.59300000000025,3.0367000000000015,1,6,6.031517051446065
CHEMBL154366,CC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,active,368.4850000000001,1.7650599999999999,2,7,6.431798275933005
CHEMBL416644,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],inactive,348.871,0.01970000000000144,1,4,3.1426675035687315
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1,4,7.522878745280337
CHEMBL65018,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,458.64700000000033,3.816900000000002,1,6,7.096910013008056
CHEMBL296277,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.[Cl-],inactive,355.8910000000001,-0.2477199999999986,1,5,3.0
CHEMBL66309,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,444.6200000000003,3.426800000000002,1,6,6.42021640338319
CHEMBL296560,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.[I-],inactive,473.174,-0.13709999999999978,1,4,3.0
CHEMBL152260,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,active,370.45700000000016,0.4898599999999996,3,8,6.431798275933005
CHEMBL296669,CN(C)CCCS/C(=N\O)C(=O)c1ccc(Br)cc1.O=C(O)C(=O)O,inactive,435.2960000000001,2.26,3,7,3.0
CHEMBL1203538,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,active,404.9460000000003,2.33096,2,7,6.920818753952375
CHEMBL11805,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,active,666.9920000000003,7.64580000000001,0,6,6.770011163455189
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1,4,7.849857838151442
CHEMBL132377,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,active,638.9380000000004,6.961400000000008,2,6,6.509999358109048
CHEMBL132133,NCCCCCCNCCSSCCNCCCCCCN,inactive,350.6420000000003,2.5851999999999995,4,6,3.300000003143145
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,6.659992382003327
CHEMBL286990,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],inactive,292.72299999999996,-2.8458999999999968,1,6,4.97469413473523
CHEMBL294891,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,active,296.29200000000003,2.9522000000000004,2,3,6.3979400086720375
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,active,242.32199999999997,1.9975,2,2,8.301029995663981
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,6.5951662833800615
CHEMBL89011,Nc1c2c(nc3ccccc13)-c1ccccc1CO2,inactive,248.28499999999997,3.376400000000002,1,3,3.6108339156354674
CHEMBL748,C[n+]1ccccc1/C=N/O.[Cl-],inactive,172.615,-2.6767999999999983,1,2,3.4365189146055894
CHEMBL50608,Nc1cc(-c2ccccc2)nc2ccccc12,inactive,220.275,3.4840000000000018,1,2,4.940058111938045
CHEMBL27675,C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-],inactive,297.764,-3.856599999999996,1,6,4.576754126063192
CHEMBL60167,Nc1c2c(nc3ccccc13)-c1ccccc1C2,active,232.28599999999997,3.388200000000001,1,2,6.170053304058364
CHEMBL314800,Nc1c2c(nc3ccccc13)-c1ccccc1CS2,inactive,264.35299999999995,4.0897000000000014,1,3,4.730954290342377
CHEMBL553212,C[n+]1ccn(CCN2CCCC2)c1/C=N/O.[Cl-],inactive,258.753,-2.779499999999996,1,4,4.747146969020107
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,534.5160000000002,1.9129999999999998,1,5,6.6595558851598815
CHEMBL155754,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,active,305.76500000000004,2.915000000000001,1,4,6.638272163982407
CHEMBL314658,COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,502.47400000000016,2.472200000000001,0,4,6.1249387366083
CHEMBL87170,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,active,418.53800000000007,5.069800000000005,0,4,8.337242168318426
CHEMBL87959,COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC.[Br-],active,548.5430000000001,2.8210000000000015,0,5,6.4089353929735005
CHEMBL82810,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-],active,476.4360000000001,1.8256000000000003,0,4,7.3979400086720375
CHEMBL157182,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,active,305.765,2.915000000000001,1,4,6.173925197299173
CHEMBL88049,COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,546.5710000000001,3.722400000000003,0,4,6.958607314841775
CHEMBL87128,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],active,436.37100000000004,1.0453999999999999,0,4,6.552841968657781
CHEMBL160219,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,active,361.4450000000001,3.874500000000003,1,4,6.795880017344075
CHEMBL445916,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,active,392.2970000000002,4.287200000000003,1,4,6.638272163982407
CHEMBL85473,COc1cc2cc(C(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],inactive,492.47900000000016,2.0126999999999997,1,4,4.708187312532881
CHEMBL314502,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC#N)CC3)sc2cc1OC.[Br-],active,467.4290000000001,1.2655800000000001,0,5,6.0
CHEMBL87320,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],active,486.4720000000002,1.3884000000000007,0,5,7.275724130399211
CHEMBL87280,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,active,476.5740000000002,4.856400000000004,0,6,6.0
CHEMBL313809,COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,502.47400000000016,2.472200000000001,0,4,6.2839966563652006
CHEMBL87849,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC,active,436.5280000000001,5.208900000000005,0,4,8.585026652029182
CHEMBL314398,COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,548.5430000000002,2.567100000000001,0,5,6.920818753952375
CHEMBL87373,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],active,462.40900000000005,1.4355,0,4,6.958607314841775
CHEMBL83005,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,520.4890000000001,1.6669999999999998,1,5,7.045757490560675
CHEMBL315515,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-],active,526.5370000000003,2.3110999999999997,0,5,7.552841968657781
CHEMBL441632,COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-],active,422.34400000000005,0.5624999999999998,0,4,6.045757490560675
CHEMBL87937,COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,active,386.4930000000001,3.667900000000003,0,5,7.522878745280337
CHEMBL441808,COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,562.5700000000002,2.693200000000001,1,5,6.42021640338319
CHEMBL87649,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,active,424.56700000000006,5.131300000000005,0,5,8.221848749616356
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,active,364.24300000000005,3.414200000000002,1,4,6.853871964321762
CHEMBL156861,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,active,350.216,3.0241000000000016,1,4,6.7447274948966935
CHEMBL314766,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],active,500.4550000000002,0.9150000000000009,0,6,7.267606240177032
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,534.5160000000002,1.9129999999999998,1,5,6.1771783546968955
CHEMBL88026,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,518.517,2.9422000000000015,0,4,8.096910013008056
CHEMBL86233,COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],inactive,476.48000000000013,2.5218000000000007,0,3,5.0
CHEMBL155350,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,active,319.7920000000001,3.3051000000000013,1,4,6.795880017344075
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,359.5140000000002,4.114500000000003,1,4,8.045757490560675
CHEMBL87980,C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],active,448.38200000000006,1.2114999999999998,0,4,6.267606240177032
CHEMBL87441,CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,active,400.5200000000001,4.058000000000003,0,5,8.154901959985743
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,534.5160000000002,1.9129999999999998,1,5,7.366531544420414
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,active,364.24300000000005,3.3663000000000025,0,4,7.221848749616356
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,534.5160000000002,1.9129999999999998,1,5,6.721246399047171
CHEMBL609440,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],active,533.4000000000001,1.5750000000000004,0,7,8.346787486224656
CHEMBL313271,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[Br-],active,553.4750000000001,2.4434000000000005,0,7,7.494850021680094
CHEMBL423313,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC.[Br-],active,542.5360000000003,2.0837,0,6,7.102372908709558
CHEMBL309667,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,active,247.29799999999997,1.4073999999999998,3,4,7.962573502059376
CHEMBL419470,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,active,309.369,3.3001000000000014,3,4,7.655607726314889
CHEMBL80221,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,active,351.45000000000005,3.3443000000000023,1,4,6.79317412396815
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1,4,7.554395796726403
CHEMBL431844,Nc1c2c(nc3ccccc13)C1CCC2C1,active,210.27999999999994,3.181700000000002,1,2,7.501689446210399
CHEMBL80247,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,active,323.3960000000001,3.3244000000000016,2,4,7.860120913598763
CHEMBL418917,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,active,323.396,3.6423000000000014,2,4,7.38933983691012
CHEMBL369661,Nc1c2c(nc3c(Cl)cccc13)CCCC2,active,232.71399999999997,3.3492000000000015,1,2,7.161780778092374
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1,4,7.214670164989233
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active,379.50000000000017,4.361100000000004,0,4,8.63264407897398
CHEMBL74089,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,active,261.325,1.4317,2,4,7.6777807052660805
CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,active,232.7139999999999,3.3492000000000015,1,2,8.0268721464003
CHEMBL76241,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C,active,351.45,3.3443000000000023,1,4,6.481486060122113
CHEMBL431784,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,active,261.32499999999993,1.7496,2,4,7.246416941107094
CHEMBL51934,Nc1c2c(nc3ccccc13)CCCC2O,active,214.26799999999994,2.1867000000000005,2,3,6.785156151952302
CHEMBL352500,Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,active,244.72499999999997,3.8351000000000015,1,2,8.346787486224656
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,active,232.71399999999994,3.3492000000000015,1,2,8.744727494896694
CHEMBL355740,Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,active,244.725,3.8351000000000015,1,2,7.074172425375258
CHEMBL54727,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,active,337.42300000000006,3.6666000000000025,1,4,7.619788758288394
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,7.474955192963154
CHEMBL309351,C[C@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,active,309.369,3.3001000000000014,3,4,6.636388020107856
CHEMBL76135,C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,inactive,489.6190000000002,6.807400000000007,1,4,4.385841290490825
CHEMBL368196,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,active,244.72499999999994,3.8351000000000015,1,2,7.374687549038326
CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,active,232.7139999999999,3.3492000000000015,1,2,6.129011186239425
CHEMBL1202875,Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,active,464.4370000000001,4.843600000000005,0,4,6.1487416512809245
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,6.844663962534939
CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,active,232.7139999999999,3.3492000000000015,1,2,7.4089353929735005
CHEMBL436367,Nc1c2c(nc3c1CCCO3)CCCC2,active,204.27299999999994,1.8676000000000001,1,3,6.341988603342887
